travelCode,userCode,from,to,flightType,price,time,distance,agency,date
78977,766,Sao Paulo (SP),Recife (PE),firstClass,1464.89,1.26,486.52,FlyingDrops,2022-02-17
91297,900,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,2022-02-17
123857,1224,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2022-02-17
84981,835,Natal (RN),Salvador (BH),premium,1315.97,1.85,710.57,Rainbow,2022-02-17
21277,208,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,2022-02-17
126967,1254,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,2022-02-17
59675,578,Campo Grande (MS),Brasilia (DF),firstClass,847.83,0.72,277.7,FlyingDrops,2022-02-17
23289,228,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,2022-02-17
105336,1043,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,2022-02-17
37623,357,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,2022-02-17
21030,206,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,2022-02-17
64904,632,Campo Grande (MS),Sao Paulo (SP),premium,536.98,0.44,168.22,CloudFy,2022-02-17
114574,1139,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,2022-02-17
115382,1147,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,2022-02-17
11799,115,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,2022-02-17
101773,1009,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2022-02-17
121643,1205,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,2022-02-17
73162,710,Sao Paulo (SP),Aracaju (SE),premium,962.54,1.02,392.76,Rainbow,2022-02-17
10630,106,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,2022-02-17
7014,67,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,2022-02-17
33353,321,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,2022-02-17
125336,1236,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,2022-02-17
133092,1311,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,2022-02-17
2757,23,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,2022-02-17
35205,337,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,2022-02-17
34663,330,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,2022-02-17
45821,447,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,2022-02-17
45624,445,Brasilia (DF),Sao Paulo (SP),firstClass,904.0,0.67,257.81,FlyingDrops,2022-02-17
79566,773,Sao Paulo (SP),Natal (RN),firstClass,932.87,0.85,327.55,Rainbow,2022-02-17
46618,453,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,2022-02-17
130403,1282,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,2022-02-17
96552,955,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,2022-02-17
130540,1283,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,2022-02-17
36852,351,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,2022-02-17
118167,1170,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2022-02-17
122897,1218,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,2022-02-17
124252,1227,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,2022-02-17
122252,1212,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,2022-02-17
76230,742,Natal (RN),Florianopolis (SC),economic,873.07,1.84,709.37,CloudFy,2022-02-17
134595,1323,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,2022-02-17
108481,1076,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,2022-02-17
99455,985,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,2022-02-17
91067,898,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,2022-02-17
18265,180,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2022-02-17
86524,852,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,2022-02-17
105789,1048,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,2022-02-17
20848,204,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,2022-02-17
52791,511,Campo Grande (MS),Rio de Janeiro (RJ),economic,946.55,2.09,806.48,Rainbow,2022-02-17
22907,223,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,2022-02-17
65910,640,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,2022-02-17
26512,254,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,2022-02-17
130048,1280,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,2022-02-17
27865,266,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,2022-02-17
110508,1095,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2022-02-17
79382,772,Sao Paulo (SP),Natal (RN),firstClass,946.36,0.85,327.55,CloudFy,2022-02-17
62703,611,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,2022-02-17
109498,1085,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,2022-02-17
43208,422,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,2022-02-17
18612,183,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,2022-02-17
85291,837,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,2022-02-17
32198,308,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,2022-02-17
35394,338,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,2022-02-17
56698,552,Campo Grande (MS),Rio de Janeiro (RJ),premium,1328.88,2.09,806.48,Rainbow,2022-02-17
15787,156,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,2022-02-17
105945,1049,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,2022-02-17
107921,1070,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,2022-02-17
118396,1173,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,2022-02-17
54258,525,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,1.49,573.81,FlyingDrops,2022-02-17
123496,1222,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,2022-02-17
24153,236,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,2022-02-17
116278,1153,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,2022-02-17
31091,296,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,2022-02-17
5700,56,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,2022-02-17
40731,391,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,2022-02-17
98517,975,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,2022-02-17
96083,949,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,2022-02-17
7702,73,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,2022-02-17
22402,219,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,2022-02-17
74927,727,Natal (RN),Aracaju (SE),firstClass,611.4,0.46,176.33,Rainbow,2022-02-17
125199,1235,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2022-02-17
24815,241,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,2022-02-17
28746,274,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,2022-02-17
7433,70,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,2022-02-18
102985,1022,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,2022-02-18
128647,1268,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,2022-02-18
58966,573,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,2022-02-18
14166,140,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,2022-02-18
40541,390,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,2022-02-18
17436,174,Natal (RN),Recife (PE),firstClass,694.42,0.58,222.67,FlyingDrops,2022-02-18
52354,507,Rio de Janeiro (RJ),Campo Grande (MS),premium,1139.93,2.09,806.48,CloudFy,2022-02-18
121111,1201,Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,1.46,562.14,Rainbow,2022-02-18
60123,582,Natal (RN),Campo Grande (MS),firstClass,855.82,0.65,250.68,Rainbow,2022-02-18
84689,831,Rio de Janeiro (RJ),Natal (RN),firstClass,1187.1,1.55,595.03,FlyingDrops,2022-02-18
57260,557,Rio de Janeiro (RJ),Campo Grande (MS),firstClass,1566.26,2.09,806.48,FlyingDrops,2022-02-18
8955,90,Natal (RN),Brasilia (DF),firstClass,1300.53,1.43,550.69,CloudFy,2022-02-18
62060,605,Salvador (BH),Campo Grande (MS),economic,534.41,1.36,522.34,CloudFy,2022-02-18
92083,908,Natal (RN),Florianopolis (SC),economic,873.07,1.84,709.37,CloudFy,2022-02-18
100451,998,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2022-02-18
10012,100,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,2022-02-18
65084,633,Rio de Janeiro (RJ),Campo Grande (MS),firstClass,1512.09,2.09,806.48,CloudFy,2022-02-18
33353,321,Natal (RN),Aracaju (SE),premium,451.41,0.46,176.33,CloudFy,2022-02-18
42632,415,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2022-02-18
49634,485,Rio de Janeiro (RJ),Campo Grande (MS),firstClass,1512.09,2.09,806.48,CloudFy,2022-02-18
135340,1331,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,875.65,1.21,466.3,CloudFy,2022-02-18
5700,56,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,2022-02-18
92621,914,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,2022-02-18
1301,11,Rio de Janeiro (RJ),Recife (PE),premium,1333.52,2.3,885.57,CloudFy,2022-02-18
105945,1049,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,2022-02-18
62703,611,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,2022-02-18
18612,183,Salvador (BH),Recife (PE),economic,751.37,2.05,788.55,Rainbow,2022-02-18
128815,1269,Salvador (BH),Florianopolis (SC),economic,899.6,2.44,937.77,Rainbow,2022-02-18
41799,407,Natal (RN),Aracaju (SE),economic,361.68,0.46,176.33,CloudFy,2022-02-18
66986,650,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,2022-02-18
44751,436,Natal (RN),Recife (PE),economic,429.77,0.58,222.67,CloudFy,2022-02-18
72294,702,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,2022-02-18
94685,935,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,961.99,1.21,466.3,FlyingDrops,2022-02-18
119493,1185,Salvador (BH),Florianopolis (SC),firstClass,1654.09,2.44,937.77,Rainbow,2022-02-18
56895,553,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,2022-02-18
59157,574,Natal (RN),Campo Grande (MS),firstClass,979.56,0.65,250.68,FlyingDrops,2022-02-18
62859,612,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,2022-02-18
16860,168,Salvador (BH),Aracaju (SE),firstClass,1581.59,2.16,830.86,FlyingDrops,2022-02-18
26826,258,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,2022-02-18
10306,104,Campo Grande (MS),Aracaju (SE),economic,877.56,1.69,650.1,Rainbow,2022-02-18
3297,32,Sao Paulo (SP),Brasilia (DF),economic,393.84,0.67,257.81,Rainbow,2022-02-18
70122,678,Campo Grande (MS),Natal (RN),economic,411.05,0.65,250.68,Rainbow,2022-02-18
14466,145,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,2022-02-18
78839,765,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,2022-02-18
64904,632,Sao Paulo (SP),Campo Grande (MS),premium,447.53,0.44,168.22,CloudFy,2022-02-18
117049,1159,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,2022-02-18
45821,447,Rio de Janeiro (RJ),Aracaju (SE),premium,1091.21,1.55,597.61,CloudFy,2022-02-18
53182,514,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,2022-02-18
16709,166,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2022-02-18
77852,756,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2022-02-18
4029,40,Campo Grande (MS),Aracaju (SE),economic,877.56,1.69,650.1,Rainbow,2022-02-18
99125,981,Rio de Janeiro (RJ),Florianopolis (SC),premium,708.27,1.21,466.3,CloudFy,2022-02-18
21759,212,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,2022-02-18
24546,239,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,2022-02-18
52928,512,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,2022-02-18
90723,896,Rio de Janeiro (RJ),Florianopolis (SC),premium,708.27,1.21,466.3,CloudFy,2022-02-18
85996,847,Salvador (BH),Aracaju (SE),economic,826.02,2.16,830.86,Rainbow,2022-02-18
34792,331,Rio de Janeiro (RJ),Recife (PE),firstClass,1617.81,2.3,885.57,Rainbow,2022-02-18
90913,897,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,2022-02-18
78021,757,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,2022-02-18
101963,1011,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2022-02-18
22569,220,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,2022-02-18
120303,1193,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,2022-02-18
108991,1080,Salvador (BH),Florianopolis (SC),premium,1336.68,2.44,937.77,Rainbow,2022-02-18
82952,809,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,2022-02-18
86123,848,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,2022-02-18
33127,319,Sao Paulo (SP),Aracaju (SE),economic,722.74,1.02,392.76,CloudFy,2022-02-18
62322,607,Salvador (BH),Campo Grande (MS),premium,774.52,1.36,522.34,Rainbow,2022-02-18
40043,387,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,2022-02-18
87918,868,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,2022-02-18
55529,541,Salvador (BH),Campo Grande (MS),firstClass,980.4,1.36,522.34,FlyingDrops,2022-02-18
39802,384,Salvador (BH),Brasilia (DF),premium,836.89,1.76,676.56,CloudFy,2022-02-18
66072,641,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,2022-02-18
68260,661,Rio de Janeiro (RJ),Sao Paulo (SP),premium,612.87,0.86,331.89,Rainbow,2022-02-18
130403,1282,Salvador (BH),Florianopolis (SC),premium,1336.68,2.44,937.77,Rainbow,2022-02-18
122897,1218,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,1.49,573.81,FlyingDrops,2022-02-18
84981,835,Salvador (BH),Natal (RN),premium,1001.42,1.85,710.57,Rainbow,2022-02-18
85832,846,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,2022-02-18
64290,625,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,2022-02-18
132657,1306,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,2022-02-18
125336,1236,Salvador (BH),Florianopolis (SC),economic,943.15,2.44,937.77,CloudFy,2022-02-18
75746,737,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,2022-02-18
129290,1272,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2022-02-18
70633,684,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,2022-02-18
60838,587,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,2022-02-18
23289,228,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,2022-02-18
124402,1228,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,941.27,1.21,466.3,Rainbow,2022-02-18
33925,325,Campo Grande (MS),Aracaju (SE),premium,1146.95,1.69,650.1,Rainbow,2022-02-18
46618,453,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,2022-02-18
129889,1279,Natal (RN),Florianopolis (SC),economic,873.07,1.84,709.37,CloudFy,2022-02-18
109498,1085,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,2022-02-18
75312,731,Sao Paulo (SP),Natal (RN),economic,530.03,0.85,327.55,Rainbow,2022-02-18
26234,251,Salvador (BH),Recife (PE),economic,767.27,2.05,788.55,CloudFy,2022-02-18
68394,662,Rio de Janeiro (RJ),Aracaju (SE),premium,1091.21,1.55,597.61,CloudFy,2022-02-18
13213,129,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,2022-02-18
43539,425,Rio de Janeiro (RJ),Recife (PE),firstClass,1664.01,2.3,885.57,CloudFy,2022-02-18
16342,161,Salvador (BH),Brasilia (DF),firstClass,1020.08,1.76,676.56,FlyingDrops,2022-02-18
82293,799,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,2022-02-18
27070,260,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,2022-02-18
59675,578,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,2022-02-18
52655,510,Sao Paulo (SP),Campo Grande (MS),premium,438.74,0.44,168.22,Rainbow,2022-02-18
100864,1002,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,2022-02-18
61356,599,Salvador (BH),Campo Grande (MS),firstClass,961.85,1.36,522.34,Rainbow,2022-02-18
50330,490,Rio de Janeiro (RJ),Campo Grande (MS),firstClass,1512.09,2.09,806.48,CloudFy,2022-02-18
26512,254,Natal (RN),Recife (PE),premium,579.62,0.58,222.67,Rainbow,2022-02-18
2418,21,Rio de Janeiro (RJ),Brasilia (DF),firstClass,591.19,0.48,183.37,FlyingDrops,2022-02-18
72967,708,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,2022-02-18
73327,711,Salvador (BH),Aracaju (SE),premium,1247.02,2.16,830.86,Rainbow,2022-02-18
134430,1322,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,2022-02-18
24153,236,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,2022-02-18
101416,1005,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,2022-02-18
114400,1138,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,2022-02-18
87134,859,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,2022-02-19
31540,301,Rio de Janeiro (RJ),Aracaju (SE),premium,1091.21,1.55,597.61,CloudFy,2022-02-19
6345,62,Campo Grande (MS),Brasilia (DF),economic,506.56,0.72,277.7,CloudFy,2022-02-19
77003,747,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1386.46,1.55,597.61,Rainbow,2022-02-19
106634,1058,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,961.99,1.21,466.3,FlyingDrops,2022-02-19
89477,882,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,2022-02-19
116512,1155,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,2022-02-19
45624,445,Sao Paulo (SP),Brasilia (DF),firstClass,727.31,0.67,257.81,FlyingDrops,2022-02-19
2757,23,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,2022-02-19
37349,355,Natal (RN),Brasilia (DF),firstClass,1286.63,1.43,550.69,Rainbow,2022-02-19
51456,500,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,2022-02-19
124732,1231,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2022-02-19
129451,1273,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,941.27,1.21,466.3,Rainbow,2022-02-19
95233,940,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2022-02-19
117883,1166,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,2022-02-19
117706,1165,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2022-02-19
85437,838,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,2022-02-19
36650,349,Salvador (BH),Aracaju (SE),firstClass,1581.59,2.16,830.86,FlyingDrops,2022-02-19
21030,206,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,2022-02-19
133695,1316,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,2022-02-19
37927,362,Rio de Janeiro (RJ),Brasilia (DF),premium,435.67,0.48,183.37,Rainbow,2022-02-19
81161,789,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,2022-02-19
83750,820,Salvador (BH),Aracaju (SE),economic,811.73,2.16,830.86,CloudFy,2022-02-19
23436,229,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,2022-02-19
